date,day_id,breadth_score_allcoin,n_valid_allcoin,breadth_score_top50,n_valid_top50,gate_allcoin_ma200,gate_top50_ma200
2023-04-22,19469,0.401198,167,0.380000,50,1.1383,1.1680
2023-04-23,19470,0.497006,167,0.540000,50,1.0042,1.0000
2023-04-24,19471,0.419162,167,0.460000,50,1.1132,1.0560
2023-04-25,19472,0.425150,167,0.460000,50,1.1048,1.0560
2023-04-26,19473,0.502994,167,0.520000,50,1.0000,1.0000
2023-04-27,19474,0.455090,167,0.440000,50,1.0629,1.0840
2023-04-28,19475,0.505952,168,0.480000,50,1.0000,1.0280
2023-04-29,19476,0.491228,171,0.500000,50,1.0123,1.0000
2023-04-30,19477,0.526316,171,0.560000,50,1.0000,1.0000
2023-05-01,19478,0.467836,171,0.480000,50,1.0450,1.0280
2023-05-02,19479,0.385965,171,0.380000,50,1.1596,1.1680
2023-05-03,19480,0.409357,171,0.440000,50,1.1269,1.0840
2023-05-04,19481,0.438596,171,0.480000,50,1.0860,1.0280
2023-05-05,19482,0.395349,172,0.440000,50,1.1465,1.0840
2023-05-06,19483,0.439306,173,0.520000,50,1.0850,1.0000
2023-05-07,19484,0.352601,173,0.420000,50,1.2064,1.1120
2023-05-08,19485,0.329480,173,0.380000,50,1.2387,1.1680
2023-05-09,19486,0.179191,173,0.140000,50,1.4491,1.5040
2023-05-10,19487,0.196532,173,0.200000,50,1.4249,1.4200
2023-05-11,19488,0.219653,173,0.200000,50,1.3925,1.4200
2023-05-12,19489,0.138728,173,0.120000,50,1.5058,1.5320
2023-05-13,19490,0.160920,174,0.160000,50,1.4747,1.4760
2023-05-14,19491,0.160920,174,0.160000,50,1.4747,1.4760
2023-05-15,19492,0.178161,174,0.160000,50,1.4506,1.4760
2023-05-16,19493,0.206897,174,0.180000,50,1.4103,1.4480
2023-05-17,19494,0.218391,174,0.200000,50,1.3943,1.4200
2023-05-18,19495,0.258621,174,0.280000,50,1.3379,1.3080
2023-05-19,19496,0.229885,174,0.240000,50,1.3782,1.3640
2023-05-20,19497,0.229885,174,0.240000,50,1.3782,1.3640
2023-05-21,19498,0.229885,174,0.240000,50,1.3782,1.3640
2023-05-22,19499,0.189655,174,0.180000,50,1.4345,1.4480
2023-05-23,19500,0.218391,174,0.220000,50,1.3943,1.3920
2023-05-24,19501,0.235632,174,0.240000,50,1.3701,1.3640
2023-05-25,19502,0.201149,174,0.220000,50,1.4184,1.3920
2023-05-26,19503,0.201149,174,0.200000,50,1.4184,1.4200
2023-05-27,19504,0.212644,174,0.220000,50,1.4023,1.3920
2023-05-28,19505,0.234286,175,0.240000,50,1.3720,1.3640
2023-05-29,19506,0.251429,175,0.280000,50,1.3480,1.3080
2023-05-30,19507,0.267045,176,0.320000,50,1.3261,1.2520
2023-05-31,19508,0.250000,176,0.280000,50,1.3500,1.3080
2023-06-01,19509,0.204545,176,0.240000,50,1.4136,1.3640
2023-06-02,19510,0.202247,178,0.220000,50,1.4169,1.3920
2023-06-03,19511,0.247191,178,0.260000,50,1.3539,1.3360
2023-06-04,19512,0.217877,179,0.240000,50,1.3950,1.3640
2023-06-05,19513,0.244444,180,0.260000,50,1.3578,1.3360
2023-06-06,19514,0.144444,180,0.100000,50,1.4978,1.5600
2023-06-07,19515,0.172222,180,0.180000,50,1.4589,1.4480
2023-06-08,19516,0.127778,180,0.100000,50,1.5211,1.5600
2023-06-09,19517,0.126374,182,0.100000,50,1.5231,1.5600
2023-06-10,19518,0.120879,182,0.100000,50,1.5308,1.5600
2023-06-11,19519,0.071429,182,0.060000,50,1.6000,1.6160
2023-06-12,19520,0.071429,182,0.060000,50,1.6000,1.6160
2023-06-13,19521,0.076923,182,0.080000,50,1.5923,1.5880
2023-06-14,19522,0.076923,182,0.080000,50,1.5923,1.5880
2023-06-15,19523,0.076923,182,0.080000,50,1.5923,1.5880
2023-06-16,19524,0.082418,182,0.080000,50,1.5846,1.5880
2023-06-17,19525,0.082418,182,0.080000,50,1.5846,1.5880
2023-06-18,19526,0.082418,182,0.080000,50,1.5846,1.5880
2023-06-19,19527,0.071429,182,0.060000,50,1.6000,1.6160
2023-06-20,19528,0.093407,182,0.100000,50,1.5692,1.5600
2023-06-21,19529,0.104396,182,0.100000,50,1.5538,1.5600
2023-06-22,19530,0.131868,182,0.140000,50,1.5154,1.5040
2023-06-23,19531,0.142077,183,0.140000,50,1.5011,1.5040
2023-06-24,19532,0.147541,183,0.180000,50,1.4934,1.4480
2023-06-25,19533,0.147541,183,0.180000,50,1.4934,1.4480
2023-06-26,19534,0.147541,183,0.180000,50,1.4934,1.4480
2023-06-27,19535,0.131148,183,0.180000,50,1.5164,1.4480
2023-06-28,19536,0.153005,183,0.200000,50,1.4858,1.4200
2023-06-29,19537,0.103825,183,0.140000,50,1.5546,1.5040
2023-06-30,19538,0.120219,183,0.180000,50,1.5317,1.4480
2023-07-01,19539,0.153005,183,0.220000,50,1.4858,1.3920
2023-07-02,19540,0.157609,184,0.240000,50,1.4793,1.3640
2023-07-03,19541,0.157609,184,0.240000,50,1.4793,1.3640
2023-07-04,19542,0.184783,184,0.260000,50,1.4413,1.3360
2023-07-05,19543,0.173913,184,0.260000,50,1.4565,1.3360
2023-07-06,19544,0.163043,184,0.240000,50,1.4717,1.3640
2023-07-07,19545,0.157609,184,0.260000,50,1.4793,1.3360
2023-07-08,19546,0.163043,184,0.260000,50,1.4717,1.3360
2023-07-09,19547,0.168478,184,0.260000,50,1.4641,1.3360
2023-07-10,19548,0.163043,184,0.240000,50,1.4717,1.3640
2023-07-11,19549,0.157609,184,0.220000,50,1.4793,1.3920
2023-07-12,19550,0.157609,184,0.240000,50,1.4793,1.3640
2023-07-13,19551,0.163043,184,0.240000,50,1.4717,1.3640
2023-07-14,19552,0.206522,184,0.280000,50,1.4109,1.3080
2023-07-15,19553,0.184783,184,0.300000,50,1.4413,1.2800
2023-07-16,19554,0.195652,184,0.300000,50,1.4261,1.2800
2023-07-17,19555,0.173913,184,0.260000,50,1.4565,1.3360
2023-07-18,19556,0.179348,184,0.300000,50,1.4489,1.2800
2023-07-19,19557,0.157609,184,0.260000,50,1.4793,1.3360
2023-07-20,19558,0.157609,184,0.260000,50,1.4793,1.3360
2023-07-21,19559,0.157609,184,0.260000,50,1.4793,1.3360
2023-07-22,19560,0.167568,185,0.280000,50,1.4654,1.3080
2023-07-23,19561,0.172973,185,0.280000,50,1.4578,1.3080
2023-07-24,19562,0.167568,185,0.240000,50,1.4654,1.3640
2023-07-25,19563,0.118919,185,0.240000,50,1.5335,1.3640
2023-07-26,19564,0.124324,185,0.260000,50,1.5259,1.3360
2023-07-27,19565,0.135135,185,0.280000,50,1.5108,1.3080
2023-07-28,19566,0.140541,185,0.280000,50,1.5032,1.3080
2023-07-29,19567,0.161290,186,0.320000,50,1.4742,1.2520
2023-07-30,19568,0.160428,187,0.300000,50,1.4754,1.2800
2023-07-31,19569,0.144385,187,0.280000,50,1.4979,1.3080
2023-08-01,19570,0.149733,187,0.280000,50,1.4904,1.3080
2023-08-02,19571,0.144385,187,0.260000,50,1.4979,1.3360
2023-08-03,19572,0.139037,187,0.260000,50,1.5053,1.3360
2023-08-04,19573,0.127660,188,0.240000,50,1.5213,1.3640
2023-08-05,19574,0.117021,188,0.240000,50,1.5362,1.3640
2023-08-06,19575,0.122340,188,0.240000,50,1.5287,1.3640
2023-08-07,19576,0.117021,188,0.240000,50,1.5362,1.3640
2023-08-08,19577,0.122340,188,0.240000,50,1.5287,1.3640
2023-08-09,19578,0.132979,188,0.240000,50,1.5138,1.3640
2023-08-10,19579,0.127660,188,0.240000,50,1.5213,1.3640
2023-08-11,19580,0.117021,188,0.220000,50,1.5362,1.3920
2023-08-12,19581,0.127660,188,0.240000,50,1.5213,1.3640
2023-08-13,19582,0.143617,188,0.260000,50,1.4989,1.3360
2023-08-14,19583,0.154255,188,0.280000,50,1.4840,1.3080
2023-08-15,19584,0.164894,188,0.260000,50,1.4691,1.3360
2023-08-16,19585,0.132979,188,0.220000,50,1.5138,1.3920
2023-08-17,19586,0.101064,188,0.160000,50,1.5585,1.4760
2023-08-18,19587,0.063830,188,0.100000,50,1.6106,1.5600
2023-08-19,19588,0.074468,188,0.100000,50,1.5957,1.5600
2023-08-20,19589,0.085106,188,0.120000,50,1.5809,1.5320
2023-08-21,19590,0.090426,188,0.120000,50,1.5734,1.5320
2023-08-22,19591,0.085106,188,0.100000,50,1.5809,1.5600
2023-08-23,19592,0.084656,189,0.100000,50,1.5815,1.5600
2023-08-24,19593,0.095238,189,0.120000,50,1.5667,1.5320
2023-08-25,19594,0.089947,189,0.100000,50,1.5741,1.5600
2023-08-26,19595,0.084656,189,0.100000,50,1.5815,1.5600
2023-08-27,19596,0.083770,191,0.100000,50,1.5827,1.5600
2023-08-28,19597,0.088542,192,0.100000,50,1.5760,1.5600
2023-08-29,19598,0.088542,192,0.100000,50,1.5760,1.5600
2023-08-30,19599,0.109375,192,0.140000,50,1.5469,1.5040
2023-08-31,19600,0.098958,192,0.100000,50,1.5615,1.5600
2023-09-01,19601,0.083333,192,0.100000,50,1.5833,1.5600
2023-09-02,19602,0.088542,192,0.100000,50,1.5760,1.5600
2023-09-03,19603,0.088542,192,0.100000,50,1.5760,1.5600
2023-09-04,19604,0.088083,193,0.100000,50,1.5767,1.5600
2023-09-05,19605,0.088083,193,0.100000,50,1.5767,1.5600
2023-09-06,19606,0.098446,193,0.100000,50,1.5622,1.5600
2023-09-07,19607,0.113402,194,0.100000,50,1.5412,1.5600
2023-09-08,19608,0.108247,194,0.100000,50,1.5485,1.5600
2023-09-09,19609,0.117949,195,0.100000,50,1.5349,1.5600
2023-09-10,19610,0.107143,196,0.100000,50,1.5500,1.5600
2023-09-11,19611,0.102041,196,0.100000,50,1.5571,1.5600
2023-09-12,19612,0.091837,196,0.100000,50,1.5714,1.5600
2023-09-13,19613,0.096939,196,0.100000,50,1.5643,1.5600
2023-09-14,19614,0.102041,196,0.120000,50,1.5571,1.5320
2023-09-15,19615,0.107143,196,0.120000,50,1.5500,1.5320
2023-09-16,19616,0.121827,197,0.120000,50,1.5294,1.5320
2023-09-17,19617,0.121827,197,0.120000,50,1.5294,1.5320
2023-09-18,19618,0.101523,197,0.120000,50,1.5579,1.5320
2023-09-19,19619,0.101523,197,0.120000,50,1.5579,1.5320
2023-09-20,19620,0.126263,198,0.140000,50,1.5232,1.5040
2023-09-21,19621,0.166667,198,0.160000,50,1.4667,1.4760
2023-09-22,19622,0.121212,198,0.140000,50,1.5303,1.5040
2023-09-23,19623,0.126263,198,0.140000,50,1.5232,1.5040
2023-09-24,19624,0.121212,198,0.160000,50,1.5303,1.4760
2023-09-25,19625,0.131313,198,0.160000,50,1.5162,1.4760
2023-09-26,19626,0.126263,198,0.160000,50,1.5232,1.4760
2023-09-27,19627,0.136364,198,0.180000,50,1.5091,1.4480
2023-09-28,19628,0.131313,198,0.180000,50,1.5162,1.4480
2023-09-29,19629,0.141414,198,0.200000,50,1.5020,1.4200
2023-09-30,19630,0.166667,198,0.200000,50,1.4667,1.4200
2023-10-01,19631,0.181818,198,0.240000,50,1.4455,1.3640
2023-10-02,19632,0.196970,198,0.240000,50,1.4242,1.3640
2023-10-03,19633,0.181818,198,0.240000,50,1.4455,1.3640
2023-10-04,19634,0.161616,198,0.200000,50,1.4737,1.4200
2023-10-05,19635,0.161616,198,0.220000,50,1.4737,1.3920
2023-10-06,19636,0.151515,198,0.220000,50,1.4879,1.3920
2023-10-07,19637,0.191919,198,0.260000,50,1.4313,1.3360
2023-10-08,19638,0.176768,198,0.240000,50,1.4525,1.3640
2023-10-09,19639,0.186869,198,0.260000,50,1.4384,1.3360
2023-10-10,19640,0.141414,198,0.180000,50,1.5020,1.4480
2023-10-11,19641,0.126263,198,0.160000,50,1.5232,1.4760
2023-10-12,19642,0.126263,198,0.160000,50,1.5232,1.4760
2023-10-13,19643,0.121212,198,0.160000,50,1.5303,1.4760
2023-10-14,19644,0.121212,198,0.180000,50,1.5303,1.4480
2023-10-15,19645,0.126263,198,0.180000,50,1.5232,1.4480
2023-10-16,19646,0.145729,199,0.200000,50,1.4960,1.4200
2023-10-17,19647,0.160804,199,0.220000,50,1.4749,1.3920
2023-10-18,19648,0.165829,199,0.220000,50,1.4678,1.3920
2023-10-19,19649,0.155000,200,0.220000,50,1.4830,1.3920
2023-10-20,19650,0.140000,200,0.180000,50,1.5040,1.4480
2023-10-21,19651,0.180000,200,0.260000,50,1.4480,1.3360
2023-10-22,19652,0.203980,201,0.300000,50,1.4144,1.2800
2023-10-23,19653,0.189055,201,0.260000,50,1.4353,1.3360
2023-10-24,19654,0.228856,201,0.320000,50,1.3796,1.2520
2023-10-25,19655,0.298507,201,0.360000,50,1.2821,1.1960
2023-10-26,19656,0.336634,202,0.360000,50,1.2287,1.1960
2023-10-27,19657,0.336634,202,0.400000,50,1.2287,1.1400
2023-10-28,19658,0.344828,203,0.380000,50,1.2172,1.1680
2023-10-29,19659,0.394089,203,0.440000,50,1.1483,1.0840
2023-10-30,19660,0.418719,203,0.440000,50,1.1138,1.0840
2023-10-31,19661,0.463054,203,0.440000,50,1.0517,1.0840
2023-11-01,19662,0.399015,203,0.440000,50,1.1414,1.0840
2023-11-02,19663,0.527094,203,0.560000,50,1.0000,1.0000
2023-11-03,19664,0.502463,203,0.580000,50,1.0000,1.0000
2023-11-04,19665,0.517241,203,0.560000,50,1.0000,1.0000
2023-11-05,19666,0.566502,203,0.600000,50,1.0000,1.0000
2023-11-06,19667,0.586207,203,0.680000,50,1.0000,1.0000
2023-11-07,19668,0.793103,203,0.880000,50,1.0000,1.0000
2023-11-08,19669,0.778325,203,0.840000,50,1.0000,1.0000
2023-11-09,19670,0.798030,203,0.860000,50,1.0000,1.0000
2023-11-10,19671,0.673171,205,0.800000,50,1.0000,1.0000
2023-11-11,19672,0.883495,206,0.920000,50,1.0000,1.0000
2023-11-12,19673,0.902913,206,0.960000,50,1.0000,1.0000
2023-11-13,19674,0.912621,206,0.960000,50,1.0000,1.0000
2023-11-14,19675,0.864734,207,0.900000,50,1.0000,1.0000
2023-11-15,19676,0.801932,207,0.840000,50,1.0000,1.0000
2023-11-16,19677,0.923077,208,0.940000,50,1.0000,1.0000
2023-11-17,19678,0.813397,209,0.920000,50,1.0000,1.0000
2023-11-18,19679,0.765550,209,0.880000,50,1.0000,1.0000
2023-11-19,19680,0.766667,210,0.880000,50,1.0000,1.0000
2023-11-20,19681,0.824645,211,0.920000,50,1.0000,1.0000
2023-11-21,19682,0.829384,211,0.920000,50,1.0000,1.0000
2023-11-22,19683,0.706161,211,0.820000,50,1.0000,1.0000
2023-11-23,19684,0.739336,211,0.840000,50,1.0000,1.0000
2023-11-24,19685,0.732394,213,0.840000,50,1.0000,1.0000
2023-11-25,19686,0.816901,213,0.880000,50,1.0000,1.0000
2023-11-26,19687,0.869159,214,0.920000,50,1.0000,1.0000
2023-11-27,19688,0.887850,214,0.940000,50,1.0000,1.0000
2023-11-28,19689,0.799065,214,0.880000,50,1.0000,1.0000
2023-11-29,19690,0.855140,214,0.900000,50,1.0000,1.0000
2023-11-30,19691,0.841860,215,0.920000,50,1.0000,1.0000
2023-12-01,19692,0.851163,215,0.900000,50,1.0000,1.0000
2023-12-02,19693,0.884259,216,0.920000,50,1.0000,1.0000
2023-12-03,19694,0.931507,219,0.960000,50,1.0000,1.0000
2023-12-04,19695,0.917808,219,0.960000,50,1.0000,1.0000
2023-12-05,19696,0.940639,219,0.980000,50,1.0000,1.0000
2023-12-06,19697,0.945205,219,0.980000,50,1.0000,1.0000
2023-12-07,19698,0.940909,220,0.980000,50,1.0000,1.0000
2023-12-08,19699,0.945701,221,0.980000,50,1.0000,1.0000
2023-12-09,19700,0.968468,222,1.000000,50,1.0000,1.0000
2023-12-10,19701,0.968610,223,1.000000,50,1.0000,1.0000
2023-12-11,19702,0.968610,223,1.000000,50,1.0000,1.0000
2023-12-12,19703,0.910314,223,0.980000,50,1.0000,1.0000
2023-12-13,19704,0.901345,223,0.980000,50,1.0000,1.0000
2023-12-14,19705,0.928571,224,1.000000,50,1.0000,1.0000
2023-12-15,19706,0.937500,224,1.000000,50,1.0000,1.0000
2023-12-16,19707,0.915179,224,1.000000,50,1.0000,1.0000
2023-12-17,19708,0.915929,226,1.000000,50,1.0000,1.0000
2023-12-18,19709,0.911504,226,1.000000,50,1.0000,1.0000
2023-12-19,19710,0.880531,226,0.980000,50,1.0000,1.0000
2023-12-20,19711,0.876106,226,0.960000,50,1.0000,1.0000
2023-12-21,19712,0.902655,226,0.980000,50,1.0000,1.0000
2023-12-22,19713,0.929825,228,1.000000,50,1.0000,1.0000
2023-12-23,19714,0.938596,228,1.000000,50,1.0000,1.0000
2023-12-24,19715,0.942982,228,1.000000,50,1.0000,1.0000
2023-12-25,19716,0.947368,228,1.000000,50,1.0000,1.0000
2023-12-26,19717,0.951965,229,1.000000,50,1.0000,1.0000
2023-12-27,19718,0.939394,231,1.000000,50,1.0000,1.0000
2023-12-28,19719,0.948276,232,1.000000,50,1.0000,1.0000
2023-12-29,19720,0.935345,232,1.000000,50,1.0000,1.0000
2023-12-30,19721,0.922414,232,1.000000,50,1.0000,1.0000
2023-12-31,19722,0.926724,232,1.000000,50,1.0000,1.0000
2024-01-01,19723,0.931034,232,0.980000,50,1.0000,1.0000
2024-01-02,19724,0.935345,232,0.980000,50,1.0000,1.0000
2024-01-03,19725,0.931034,232,0.980000,50,1.0000,1.0000
2024-01-04,19726,0.866379,232,0.920000,50,1.0000,1.0000
2024-01-05,19727,0.879310,232,0.940000,50,1.0000,1.0000
2024-01-06,19728,0.840517,232,0.880000,50,1.0000,1.0000
2024-01-07,19729,0.836910,233,0.880000,50,1.0000,1.0000
2024-01-08,19730,0.789700,233,0.840000,50,1.0000,1.0000
2024-01-09,19731,0.798283,233,0.840000,50,1.0000,1.0000
2024-01-10,19732,0.755365,233,0.820000,50,1.0000,1.0000
2024-01-11,19733,0.829060,234,0.880000,50,1.0000,1.0000
2024-01-12,19734,0.858974,234,0.920000,50,1.0000,1.0000
2024-01-13,19735,0.833333,234,0.900000,50,1.0000,1.0000
2024-01-14,19736,0.847458,236,0.900000,50,1.0000,1.0000
2024-01-15,19737,0.826271,236,0.880000,50,1.0000,1.0000
2024-01-16,19738,0.830508,236,0.880000,50,1.0000,1.0000
2024-01-17,19739,0.843882,237,0.880000,50,1.0000,1.0000
2024-01-18,19740,0.827004,237,0.860000,50,1.0000,1.0000
2024-01-19,19741,0.793249,237,0.860000,50,1.0000,1.0000
2024-01-20,19742,0.784810,237,0.860000,50,1.0000,1.0000
2024-01-21,19743,0.801688,237,0.860000,50,1.0000,1.0000
2024-01-22,19744,0.805907,237,0.860000,50,1.0000,1.0000
2024-01-23,19745,0.729958,237,0.800000,50,1.0000,1.0000
2024-01-24,19746,0.624473,237,0.700000,50,1.0000,1.0000
2024-01-25,19747,0.672269,238,0.760000,50,1.0000,1.0000
2024-01-26,19748,0.682008,239,0.760000,50,1.0000,1.0000
2024-01-27,19749,0.748954,239,0.860000,50,1.0000,1.0000
2024-01-28,19750,0.769874,239,0.860000,50,1.0000,1.0000
2024-01-29,19751,0.757322,239,0.860000,50,1.0000,1.0000
2024-01-30,19752,0.765690,239,0.860000,50,1.0000,1.0000
2024-01-31,19753,0.790795,239,0.880000,50,1.0000,1.0000
2024-02-01,19754,0.686192,239,0.780000,50,1.0000,1.0000
2024-02-02,19755,0.728033,239,0.820000,50,1.0000,1.0000
2024-02-03,19756,0.728033,239,0.820000,50,1.0000,1.0000
2024-02-04,19757,0.723849,239,0.820000,50,1.0000,1.0000
2024-02-05,19758,0.698745,239,0.800000,50,1.0000,1.0000
2024-02-06,19759,0.661088,239,0.780000,50,1.0000,1.0000
2024-02-07,19760,0.687500,240,0.780000,50,1.0000,1.0000
2024-02-08,19761,0.759336,241,0.840000,50,1.0000,1.0000
2024-02-09,19762,0.755187,241,0.820000,50,1.0000,1.0000
2024-02-10,19763,0.813278,241,0.860000,50,1.0000,1.0000
2024-02-11,19764,0.804979,241,0.860000,50,1.0000,1.0000
2024-02-12,19765,0.800830,241,0.860000,50,1.0000,1.0000
2024-02-13,19766,0.838174,241,0.860000,50,1.0000,1.0000
2024-02-14,19767,0.829876,241,0.860000,50,1.0000,1.0000
2024-02-15,19768,0.867220,241,0.880000,50,1.0000,1.0000
2024-02-16,19769,0.871369,241,0.880000,50,1.0000,1.0000
2024-02-17,19770,0.897119,243,0.900000,50,1.0000,1.0000
2024-02-18,19771,0.897119,243,0.920000,50,1.0000,1.0000
2024-02-19,19772,0.913934,244,0.920000,50,1.0000,1.0000
2024-02-20,19773,0.934426,244,0.960000,50,1.0000,1.0000
2024-02-21,19774,0.909836,244,0.920000,50,1.0000,1.0000
2024-02-22,19775,0.893443,244,0.920000,50,1.0000,1.0000
2024-02-23,19776,0.909836,244,0.940000,50,1.0000,1.0000
2024-02-24,19777,0.898374,246,0.960000,50,1.0000,1.0000
2024-02-25,19778,0.910569,246,0.960000,50,1.0000,1.0000
2024-02-26,19779,0.926829,246,0.960000,50,1.0000,1.0000
2024-02-27,19780,0.951220,246,0.960000,50,1.0000,1.0000
2024-02-28,19781,0.947154,246,0.980000,50,1.0000,1.0000
2024-02-29,19782,0.943089,246,0.980000,50,1.0000,1.0000
2024-03-01,19783,0.963563,247,0.980000,50,1.0000,1.0000
2024-03-02,19784,0.975709,247,0.980000,50,1.0000,1.0000
2024-03-03,19785,0.983871,248,0.980000,50,1.0000,1.0000
2024-03-04,19786,0.983871,248,0.980000,50,1.0000,1.0000
2024-03-05,19787,0.979839,248,0.980000,50,1.0000,1.0000
2024-03-06,19788,0.959677,248,0.980000,50,1.0000,1.0000
2024-03-07,19789,0.971888,249,0.980000,50,1.0000,1.0000
2024-03-08,19790,0.980000,250,0.980000,50,1.0000,1.0000
2024-03-09,19791,0.972000,250,0.980000,50,1.0000,1.0000
2024-03-10,19792,0.976000,250,0.980000,50,1.0000,1.0000
2024-03-11,19793,0.976000,250,0.980000,50,1.0000,1.0000
2024-03-12,19794,0.988000,250,0.980000,50,1.0000,1.0000
2024-03-13,19795,0.984000,250,0.980000,50,1.0000,1.0000
2024-03-14,19796,0.988048,251,0.980000,50,1.0000,1.0000
2024-03-15,19797,0.984064,251,0.980000,50,1.0000,1.0000
2024-03-16,19798,0.964143,251,0.980000,50,1.0000,1.0000
2024-03-17,19799,0.940239,251,0.980000,50,1.0000,1.0000
2024-03-18,19800,0.948207,251,0.980000,50,1.0000,1.0000
2024-03-19,19801,0.932271,251,0.980000,50,1.0000,1.0000
2024-03-20,19802,0.884921,252,0.960000,50,1.0000,1.0000
2024-03-21,19803,0.932806,253,0.980000,50,1.0000,1.0000
2024-03-22,19804,0.937008,254,0.980000,50,1.0000,1.0000
2024-03-23,19805,0.905882,255,0.980000,50,1.0000,1.0000
2024-03-24,19806,0.921569,255,0.980000,50,1.0000,1.0000
2024-03-25,19807,0.929412,255,0.980000,50,1.0000,1.0000
2024-03-26,19808,0.945098,255,0.980000,50,1.0000,1.0000
2024-03-27,19809,0.952941,255,0.980000,50,1.0000,1.0000
2024-03-28,19810,0.937255,255,0.980000,50,1.0000,1.0000
2024-03-29,19811,0.945098,255,0.980000,50,1.0000,1.0000
2024-03-30,19812,0.925490,255,0.980000,50,1.0000,1.0000
2024-03-31,19813,0.922179,257,0.980000,50,1.0000,1.0000
2024-04-01,19814,0.926357,258,0.980000,50,1.0000,1.0000
2024-04-02,19815,0.910853,258,0.980000,50,1.0000,1.0000
2024-04-03,19816,0.886719,256,0.980000,50,1.0000,1.0000
2024-04-04,19817,0.863813,257,0.960000,50,1.0000,1.0000
2024-04-05,19818,0.887160,257,0.980000,50,1.0000,1.0000
2024-04-06,19819,0.883268,257,0.980000,50,1.0000,1.0000
2024-04-07,19820,0.887160,257,0.980000,50,1.0000,1.0000
2024-04-08,19821,0.891051,257,0.980000,50,1.0000,1.0000
2024-04-09,19822,0.910506,257,0.980000,50,1.0000,1.0000
2024-04-10,19823,0.883268,257,0.980000,50,1.0000,1.0000
2024-04-11,19824,0.872093,258,0.960000,50,1.0000,1.0000
2024-04-12,19825,0.857692,260,0.960000,50,1.0000,1.0000
2024-04-13,19826,0.669231,260,0.740000,50,1.0000,1.0000
2024-04-14,19827,0.319231,260,0.340000,50,1.2531,1.2240
2024-04-15,19828,0.421456,261,0.420000,50,1.1100,1.1120
2024-04-16,19829,0.425287,261,0.420000,50,1.1046,1.1120
2024-04-17,19830,0.431298,262,0.400000,50,1.0962,1.1400
2024-04-18,19831,0.412214,262,0.340000,50,1.1229,1.2240
2024-04-19,19832,0.442748,262,0.360000,50,1.0802,1.1960
2024-04-20,19833,0.480916,262,0.460000,50,1.0267,1.0560
2024-04-21,19834,0.587786,262,0.660000,50,1.0000,1.0000
2024-04-22,19835,0.541985,262,0.580000,50,1.0000,1.0000
2024-04-23,19836,0.599237,262,0.700000,50,1.0000,1.0000
2024-04-24,19837,0.595420,262,0.640000,50,1.0000,1.0000
2024-04-25,19838,0.538168,262,0.580000,50,1.0000,1.0000
2024-04-26,19839,0.526718,262,0.560000,50,1.0000,1.0000
2024-04-27,19840,0.496183,262,0.480000,50,1.0053,1.0280
2024-04-28,19841,0.480916,262,0.460000,50,1.0267,1.0560
2024-04-29,19842,0.500000,262,0.480000,50,1.0000,1.0280
2024-04-30,19843,0.412214,262,0.380000,50,1.1229,1.1680
2024-05-01,19844,0.335878,262,0.320000,50,1.2298,1.2520
2024-05-02,19845,0.338403,263,0.340000,50,1.2262,1.2240
2024-05-03,19846,0.397727,264,0.360000,50,1.1432,1.1960
2024-05-04,19847,0.443182,264,0.420000,50,1.0795,1.1120
2024-05-05,19848,0.443182,264,0.400000,50,1.0795,1.1400
2024-05-06,19849,0.458333,264,0.400000,50,1.0583,1.1400
2024-05-07,19850,0.431818,264,0.400000,50,1.0955,1.1400
2024-05-08,19851,0.418868,265,0.380000,50,1.1136,1.1680
2024-05-09,19852,0.379699,266,0.320000,50,1.1684,1.2520
2024-05-10,19853,0.421053,266,0.360000,50,1.1105,1.1960
2024-05-11,19854,0.367041,267,0.320000,50,1.1861,1.2520
2024-05-12,19855,0.355805,267,0.300000,50,1.2019,1.2800
2024-05-13,19856,0.340824,267,0.300000,50,1.2228,1.2800
2024-05-14,19857,0.337079,267,0.320000,50,1.2281,1.2520
2024-05-15,19858,0.319549,266,0.280000,50,1.2526,1.3080
2024-05-16,19859,0.359848,264,0.320000,50,1.1962,1.2520
2024-05-17,19860,0.378788,264,0.340000,50,1.1697,1.2240
2024-05-18,19861,0.401515,264,0.380000,50,1.1379,1.1680
2024-05-19,19862,0.397727,264,0.400000,50,1.1432,1.1400
2024-05-20,19863,0.348485,264,0.340000,50,1.2121,1.2240
2024-05-21,19864,0.465909,264,0.460000,50,1.0477,1.0560
2024-05-22,19865,0.473485,264,0.500000,50,1.0371,1.0000
2024-05-23,19866,0.488636,264,0.520000,50,1.0159,1.0000
2024-05-24,19867,0.465909,264,0.440000,50,1.0477,1.0840
2024-05-25,19868,0.473485,264,0.460000,50,1.0371,1.0560
2024-05-26,19869,0.507576,264,0.500000,50,1.0000,1.0000
2024-05-27,19870,0.473485,264,0.480000,50,1.0371,1.0280
2024-05-28,19871,0.537879,264,0.580000,50,1.0000,1.0000
2024-05-29,19872,0.488281,256,0.540000,50,1.0164,1.0000
2024-05-30,19873,0.482490,257,0.520000,50,1.0245,1.0000
2024-05-31,19874,0.463035,257,0.480000,50,1.0518,1.0280
2024-06-01,19875,0.470817,257,0.480000,50,1.0409,1.0280
2024-06-02,19876,0.466926,257,0.460000,50,1.0463,1.0560
2024-06-03,19877,0.451362,257,0.420000,50,1.0681,1.1120
